Sample_id,Field_ID,farms,Grid,pH [H2O],Classification ,Zr,Zr Error,Sr,Sr Error,Rb,Rb Error,Th,Th Error,Pb,Pb Error,As,As Error,Zn,Zn Error,Cu,Cu Error,Ni,Ni Error,Fe,Fe Error,Mn,Mn Error,Cr,Cr Error,V,V Error,Ti,Ti Error,Ca,Ca Error,K,K Error,S,S Error,Ba,Ba Error,Cs,Cs Error,Location_x,Location_y,,,,,,,,,,,,,
492,maxima 3b,maxima3,ksb40,7.15,Long_term,210.28,3.85,44.3,2.01,33.12,2.14,2.51,0.85,25.06,4.33,8.2,3.5,193.21,10.99,< LOD,15,< LOD,28.71,30424.02,217.15,< LOD,51.06,48.12,11.73,76.27,17.76,3266.09,63.56,6106.73,109.39,3724,117.71,217.58,108.07,< LOD,28.07,< LOD,1.92,656861,739377,,,,,,,,,,,,,
493,maxima 3c,maxima3,ksb40,7.89,Long_term,117.57,2.82,50.1,1.96,14.79,1.52,< LOD,1.03,36.34,4.4,5.35,3.43,182.51,10.31,< LOD,12.98,< LOD,24.96,12500.32,130.01,< LOD,43.64,< LOD,13.86,43.15,11.93,1465.11,40.19,10295.78,119.87,2368.82,86.18,< LOD,125.46,< LOD,27.85,< LOD,1.89,656875,739343,,,,,,,,,,,,,
494,maxima 4a,maxima4,ksb41,7.59,Long_term,204.9,3.59,25.36,1.56,19.85,1.72,2.09,0.81,62.19,5.29,7.7,4.13,127.42,9.09,< LOD,13.55,< LOD,26.42,18126.1,159.5,82.37,31.69,19.38,10.07,62.04,14.85,2629.55,52.66,3802.26,79.81,2296.28,88.46,170.43,89.75,< LOD,28.69,< LOD,1.94,656920,739552,,,,,,,,,,,,,
495,maxima 4b,maxima4,ksb41,7.2,Long_term,248.48,3.83,17.39,1.37,22.59,1.76,2.44,0.76,13.05,3.55,< LOD,4.2,104.1,8.36,< LOD,13.11,< LOD,25.88,17076.22,152.83,203.93,35.38,79.87,11.42,61.79,16.53,3330.85,60.06,1642.54,59,2800.81,98.5,< LOD,129.84,< LOD,31.14,< LOD,2.06,656937,739525,,,,,,,,,,,,,
496,maxima 4c,maxima4,ksb41,6.18,Long_term,247.55,4.17,28.62,1.74,35.69,2.24,3.89,0.93,21.35,4.23,5.49,3.35,86.74,8.07,< LOD,14.7,< LOD,29.62,42048.66,258.05,101.86,37.74,108.86,14.41,121.08,23.03,4849.45,83.42,1729.39,72.78,3505.77,126.67,< LOD,174.29,< LOD,28.97,< LOD,1.98,656901,739527,,,,,,,,,,,,,
497,maxima 5a,maxima5,ksb41,7.45,Long_term,220.37,3.69,39.21,1.81,24.5,1.83,1.45,0.76,36.55,4.48,9.69,3.6,427.79,14.07,< LOD,13.5,< LOD,25.75,23585.76,180.69,139.71,34.18,55.54,12.02,69.45,17.95,3404.7,65,11088.76,144.9,2767.08,107.35,173.61,110.54,< LOD,30.03,< LOD,2.01,657228,739526,,,,,,,,,,,,,
498,maxima 5b,maxima5,ksb41,7.4,Long_term,230.8,3.68,29.57,1.61,21.8,1.73,1.64,0.72,17.27,3.66,10.07,3.05,193.52,10.2,13.66,8.74,< LOD,25.27,14689.87,140.35,133.79,32.49,43.09,10.61,79.92,16.01,3248.56,57.49,6837.67,104.84,2366.28,91.05,< LOD,130.41,< LOD,30.26,< LOD,2.01,657232,739535,,,,,,,,,,,,,
499,maxima 5c,maxima5,ksb41,8.52,Long_term,192.15,3.44,46.19,1.9,25.89,1.81,1.57,0.73,28.89,4.12,7.31,3.29,194.76,10.16,28.06,9.17,< LOD,24.82,12536.57,130.53,85.76,30.85,35.13,10.07,57.4,14.73,2708.92,52.84,13261.89,141.42,3924.85,109.64,164.09,95.16,< LOD,30.16,< LOD,2.01,657227,739549,,,,,,,,,,,,,
500,maxima 6a,maxima6,ksb41,7.07,Long_term,274.71,4.35,25.35,1.67,23.03,1.93,3.23,0.89,11.14,3.78,10.75,3.21,49.4,7.24,< LOD,14.91,< LOD,29.69,48018.02,275.14,96.55,38.32,91.38,14.87,125.69,24.49,5041.64,88.62,2882.58,90.72,2404.5,114.45,< LOD,175.6,< LOD,30.25,< LOD,2.04,657498,739572,,,,,,,,,,,,,
501,maxima 6b,maxima6,ksb41,8.06,Long_term,265.81,4.06,55.13,2.09,18.57,1.68,2.73,0.8,22.85,3.99,5.93,3.18,86.98,7.76,69.28,10.44,< LOD,26.65,22107.53,176.49,149.47,35.16,49.13,12.07,101.49,20.9,4960.36,77.05,11962.82,149.9,2500.07,103.8,< LOD,168.3,< LOD,31.72,< LOD,2.09,657501,739577,,,,,,,,,,,,,
502,maxima 6c,maxima6,ksb41,7.67,Long_term,169.61,3.3,84.51,2.43,13.96,1.52,< LOD,1.07,39.97,4.46,< LOD,5.23,154.8,9.23,31.06,9.24,< LOD,25.04,15670.95,145.23,75.64,30.91,30.74,10.33,50.6,14.87,2587.97,53.47,24159.39,193.01,2644.37,99.21,178.93,106.26,< LOD,29.53,< LOD,1.97,657507,739582,,,,,,,,,,,,,
503,maxima 7a,maxima7,ksb42,6.92,Long_term,217.22,3.61,19.39,1.41,20.17,1.67,2.33,0.75,14.34,3.56,5.8,2.87,61.89,7.14,< LOD,12.81,< LOD,24.84,18093.73,156.65,113.9,32.67,47.95,11.19,86.03,16.8,3216.5,59.68,2272.76,67.27,2503.38,95.28,< LOD,135.29,< LOD,30.95,< LOD,2.06,658160,739460,,,,,,,,,,,,,
504,maxima 7b,maxima7,ksb42,7.58,Long_term,134.19,2.99,53.51,2.02,15.71,1.57,1.65,0.74,36.1,4.42,6.96,3.49,165.86,10.13,18.6,9.17,< LOD,25.24,13740.59,136.93,< LOD,43.32,47.36,9.91,53.8,13.04,1912.4,44.89,10634.22,123.33,3318.65,98.91,161.52,89.13,< LOD,28.3,< LOD,1.91,658152,739455,,,,,,,,,,,,,
505,maxima 7c,maxima7,ksb42,7.56,Long_term,184.24,3.49,51.86,2.05,18.68,1.69,1.17,0.73,17.43,3.8,7.94,3.11,175.72,10.26,< LOD,13.57,< LOD,26.27,20645.88,171.81,81.09,32.37,39.98,10.55,65.91,15,2564.25,52.92,9364.81,122.61,2376.35,92.33,146.03,94.84,< LOD,28.69,< LOD,1.94,658157,739451,,,,,,,,,,,,,
506,maxima 8a,maxima8,ksb42,6.87,Long_term,202.36,3.46,27.97,1.56,19.54,1.65,1.05,0.67,5.99,3.17,5.92,2.61,92.99,8.14,< LOD,12.55,< LOD,24.67,10865.53,120.74,80.18,29.81,< LOD,13.45,47.09,13.06,2356.89,46.45,6428.69,93.34,2926.95,89.69,185.88,83.09,< LOD,27.95,< LOD,1.89,658109,739455,,,,,,,,,,,,,
507,maxima 8b,maxima8,ksb42,6.32,Long_term,234.14,3.71,17.27,1.36,24.3,1.76,2.19,0.74,9.9,3.39,< LOD,3.97,58.14,7.22,< LOD,12.97,< LOD,25.05,17856.85,155.22,127.95,32.54,31.84,10.62,67.09,16.74,3528.79,60.88,2317.36,66.4,2835.04,97.5,< LOD,130.09,< LOD,28.52,< LOD,1.93,658115,739441,,,,,,,,,,,,,
508,maxima 9a,maxima9,ksb42,6.19,Long_term,215.84,3.57,14.92,1.3,17.32,1.6,2.3,0.73,< LOD,4.67,11.42,2.74,26.95,6.23,< LOD,12.66,< LOD,25.25,17821.39,154.59,89.14,31.25,42.96,10.8,72.04,16.14,3145.32,57.84,1176.86,50.25,1662.51,80.18,< LOD,124.82,< LOD,28.97,< LOD,1.95,658248,739375,,,,,,,,,,,,,
509,maxima 9b,maxima9,ksb42,5.92,Long_term,207.56,3.63,27.38,1.62,24.1,1.82,1.53,0.74,8.4,3.42,12.07,2.98,46.84,7.3,< LOD,13.26,< LOD,26.88,28339.42,200.35,118.31,34.32,79.43,12.5,86.2,18.22,3101.01,63.9,2617.69,75.33,1836.33,90.83,174.03,104.21,< LOD,29.06,< LOD,1.98,658313,739388,,,,,,,,,,,,,
510,maxima 9c,maxima9,ksb42,6.55,Long_term,227.12,3.67,15.86,1.32,16.06,1.55,2.98,0.76,< LOD,4.68,5.03,2.55,21.81,5.87,< LOD,12.77,< LOD,25.14,19450.4,161.92,66.44,31.11,36.77,11.08,70.17,17.38,3625.59,63.32,1460.63,56.3,1806.07,84.92,< LOD,134.23,< LOD,29.41,< LOD,1.98,658343,739408,,,,,,,,,,,,,
511,oforikrom 1a1,oforikrom1,ksb39,7.19,Long_term,228.41,4.02,25.19,1.66,16.13,1.73,3.13,0.9,13.52,3.93,7.75,3.2,39.03,6.51,< LOD,14.48,< LOD,30.76,65041.13,319.96,105.04,41.07,183,19.19,146.64,31.3,6334.88,113.49,1010.99,71.63,1665.45,115.48,< LOD,217.25,< LOD,32.14,< LOD,2.15,655553,739489,,,,,,,,,,,,,
512,Oforikrom 1a2,Oforikrom1,ksb39,7.32,Long_term,246.74,4.26,27.66,1.75,19.75,1.86,4.08,0.97,14.91,4.08,7.04,3.3,56.95,7.16,< LOD,15.32,< LOD,32,68078.88,335.11,66.45,41.29,135.29,18.33,198.6,31.37,6254.28,111.68,1480.89,80.96,2095.84,123.86,< LOD,222.13,< LOD,31.99,< LOD,2.15,655553,739489,,,,,,,,,,,,,
513,Oforikrom 1a3,Oforikrom1,ksb39,7.26,Long_term,239.07,4.08,26.99,1.7,15.88,1.71,3.42,0.91,18.13,4.12,5.57,3.27,70.08,7.85,19.13,9.97,< LOD,30.34,57679.77,300.45,117.57,40.52,153.36,18.23,178.4,29.44,5734.7,104.81,2218.83,91.22,1899.88,118.12,< LOD,210.7,< LOD,32,< LOD,2.14,655553,739489,,,,,,,,,,,,,
514,oforikrom 1b,oforikrom1,ksb39,7.99,Long_term,236.18,4.06,25.17,1.66,17.64,1.77,3.25,0.9,14.28,3.95,< LOD,4.63,68.48,7.73,< LOD,14.78,< LOD,30.45,56965.63,298.7,< LOD,57.61,141.51,17.39,159.61,27.95,5597.54,100.57,3214.68,103.2,1910.29,115.72,< LOD,196.87,< LOD,31.38,< LOD,2.12,655565,739489,,,,,,,,,,,,,
515,oforikrom 1c,oforikrom1,ksb39,8.12,Long_term,272.25,4.42,23.59,1.66,16.6,1.79,3.59,0.94,15.58,4.1,< LOD,4.85,73.11,7.73,< LOD,15.36,< LOD,31.58,63090.48,321.63,82.33,40.91,166.69,17.92,148.12,28.62,5935.66,104.03,1381.83,76,2001.11,117.78,< LOD,210.91,< LOD,31.32,< LOD,2.11,655554,739478,,,,,,,,,,,,,
516,oforikrom 2a,oforikrom2,ksb39,7.15,Long_term,291.24,4.31,62.58,2.24,24.17,1.86,1.44,0.82,64.15,5.5,< LOD,6.24,245.18,11.62,35.83,10.14,< LOD,27.57,27096.74,198.82,83.53,34.01,84.95,12.42,81.97,19.08,3850.44,69.05,6800.53,115.15,3531.91,116.03,231.66,110.51,< LOD,28.88,< LOD,1.95,655144,739317,,,,,,,,,,,,,
517,oforikrom 2b,oforikrom2,ksb39,7.07,Long_term,249.03,4.07,94.46,2.68,24.84,1.92,1.62,0.85,69.68,5.67,10,4.45,278.63,12.36,47.44,10.5,< LOD,27.71,31097.76,213.14,105.35,35.13,92.47,13.34,89.58,20.11,3750,71.92,11780.06,154.83,3448.44,121.47,275.62,123.82,< LOD,28.84,< LOD,1.95,655141,739300,,,,,,,,,,,,,
518,oforikrom 2c,oforikrom2,ksb39,6.41,Long_term,319.92,4.34,24.88,1.55,15,1.58,2.97,0.79,12.94,3.58,< LOD,4.25,35.73,6.56,< LOD,13.17,< LOD,26.15,22587.9,177.02,< LOD,45.82,53.8,11.79,108.76,20.7,5489.48,77.2,1161.32,53.36,1718.28,85.87,153.4,98.82,< LOD,28.28,< LOD,1.93,655162,739288,,,,,,,,,,,,,
519,oforikrom 3a,oforikrom3,ksb39,5.65,Long_term,365.5,4.69,25.71,1.59,14.23,1.58,3.87,0.85,18.88,3.91,< LOD,4.47,55.65,7.16,< LOD,13.6,< LOD,27.55,30412.14,208.22,< LOD,47.37,95.09,13.55,156.39,24.2,6401.58,89.27,1436.41,62.06,1429.27,87.26,< LOD,154.79,< LOD,29.25,< LOD,1.98,655188,739236,,,,,,,,,,,,,
520,oforikrom 3b,oforikrom3,ksb39,6.15,Long_term,315.39,4.46,38.16,1.85,14.04,1.59,3.91,0.87,22.71,4.12,5.19,3.25,152.43,9.78,< LOD,14.03,< LOD,27.53,31385.54,214.36,< LOD,48.36,71.47,12.94,118.75,22.3,5410.87,82.2,3155.53,84.01,1501.47,88.1,< LOD,156.89,< LOD,28.9,< LOD,1.97,655196,739233,,,,,,,,,,,,,
521,oforikrom 3c,oforikrom3,ksb39,6.376,Long_term,227.91,3.99,28.68,1.72,20.73,1.83,3.65,0.9,16.32,3.98,6.37,3.21,76.26,7.89,56.43,11.1,< LOD,29.75,45175.8,265.26,< LOD,52.04,71.08,14.32,106.2,22.84,4098.23,81.27,2838.09,88.6,2291.28,110.7,< LOD,173.4,< LOD,29.88,< LOD,2.04,655207,739225,,,,,,,,,,,,,
522,oforikrom 4a,oforikrom4,ksb32,7.184,Long_term,150.01,3.09,37.86,1.76,14.54,1.53,< LOD,1.01,27.34,4.1,6.27,3.25,178.72,10.51,27.52,9.42,< LOD,25.26,18214.34,156.56,< LOD,44.05,79.57,10.81,63.59,13.19,1642.25,43.82,4365.78,83.84,2256.53,86.96,< LOD,122.48,< LOD,27.58,< LOD,1.89,655218,739114,,,,,,,,,,,,,
523,oforikrom 4b,oforikrom4,ksb32,7.239,Long_term,232.43,3.92,58.79,2.2,17.31,1.7,1.79,0.87,90.06,6.29,< LOD,7.14,187.71,11.38,40.96,10.48,< LOD,28.08,26530.61,197.4,< LOD,49.14,119.04,12.81,86.89,17.97,2972.84,62.74,6878.98,114.75,2445.78,100.47,< LOD,154.95,< LOD,28.63,< LOD,1.94,655217,739110,,,,,,,,,,,,,
524,oforikrom 4c,oforikrom4,ksb32,7.182,Long_term,151.07,3.37,54.5,2.19,14.83,1.69,< LOD,1.17,38.71,4.88,10.15,3.91,172.22,11.18,42.88,10.96,< LOD,28.75,24884.82,197.03,52.23,33.76,114.14,11.57,63.19,14.26,1870.28,48.21,5635.94,97.24,1964.58,85.71,< LOD,134.56,< LOD,28.57,< LOD,1.96,655221,739100,,,,,,,,,,,,,
525,oforikrom 5a,oforikrom5,ksb32,7.176,Long_term,263.87,4.04,27.94,1.63,14.09,1.56,2.31,0.81,36.28,4.54,< LOD,5.21,91.45,8.38,19.77,9.41,< LOD,26.8,28238.34,200.07,< LOD,47.27,87.24,12.77,92.9,19.57,3902.89,70.37,3026.09,80.68,1680.44,89,< LOD,152.48,< LOD,29.44,< LOD,2,655247,739098,,,,,,,,,,,,,
526,oforikrom 5b,oforikrom5,ksb32,6.363,Long_term,255.69,3.9,16.25,1.35,13.39,1.52,2.53,0.76,8.53,3.36,< LOD,3.95,51.46,7.12,< LOD,13.1,< LOD,25.85,22285.1,174.7,< LOD,45.94,74.8,12.28,112.62,19.96,4488.79,72.34,1421.68,57.96,1510.78,83.4,< LOD,144.15,< LOD,30.6,< LOD,2.06,655269,739101,,,,,,,,,,,,,
527,oforikrom 5c,oforikrom5,ksb32,7.086,Long_term,300.37,4.22,27.8,1.6,12.04,1.48,2.74,0.78,18.06,3.79,< LOD,4.48,123.05,8.66,30.9,9.36,< LOD,25.93,23066.09,178.59,< LOD,46.58,63.18,12.21,99.48,20.57,4837.64,75.67,4044.84,89.81,1440.85,83.71,< LOD,154.16,< LOD,30.94,< LOD,2.06,655277,739096,,,,,,,,,,,,,
528,oforikrom 6a,oforikrom6,ksb32,7.486,Long_term,221.93,3.59,19.23,1.39,14.78,1.52,1.16,0.68,9.92,3.34,< LOD,3.99,49.91,7.16,27.41,9.05,< LOD,24.9,14346.34,138.02,47.09,29.64,30.13,10.05,64.83,14.85,2840.3,53.01,3004.01,70.06,1968.59,81.56,< LOD,124.27,< LOD,29.8,< LOD,1.98,654978,738479,,,,,,,,,,,,,
529,oforikrom 6b,oforikrom6,ksb32,6.905,Long_term,262.52,3.98,17.71,1.4,14.74,1.58,2.26,0.76,11.57,3.52,8.53,2.93,32.91,6.53,13.83,9.08,< LOD,26.18,23286.95,180.45,51.25,31.72,57.79,11.61,97.53,18.03,3444.4,63.78,2362.48,68.86,1480.46,80.86,< LOD,136.65,< LOD,29.53,< LOD,2,654975,738480,,,,,,,,,,,,,
530,oforikrom 6c,oforikrom6,ksb32,7.261,Long_term,251.75,3.82,20.68,1.43,15.33,1.54,1.48,0.7,12.38,3.45,9.07,2.89,194.87,10.04,< LOD,13.01,< LOD,24.89,14635.63,140.39,112.97,31.85,30.76,10.25,58.04,15.5,3000.78,55.89,3769.32,78.88,1758.07,80.37,< LOD,124.36,< LOD,29.86,< LOD,1.99,654977,738483,,,,,,,,,,,,,
531,onwe 1a,onwe1,ksb38,6.93,Short_term,278.21,4.16,32.24,1.72,14.62,1.56,< LOD,1.07,< LOD,4.73,26.53,3.24,23.74,6.35,< LOD,13.82,< LOD,26.98,26927.67,196.66,343.74,40.7,152.42,13.47,94.81,20.62,4626.69,75.42,2988.87,80.74,2744.03,105.68,< LOD,152,< LOD,30.22,< LOD,2.03,669783,738278,,,,,,,,,,,,,
532,onwe 1b,onwe1,ksb38,6.25,Short_term,262.28,4.04,23.37,1.54,10.62,1.45,< LOD,1.02,< LOD,4.6,23.53,3.11,21.94,6.25,22.38,9.53,< LOD,26.36,30064.96,207.75,307.18,39.96,183.53,14.34,104.47,21.42,4657.96,77.74,2355.23,74.38,2111.81,98.27,203.64,110.68,< LOD,26.94,< LOD,1.84,669773,738271,,,,,,,,,,,,,
533,onwe 1c,onwe1,ksb38,6.182,Short_term,324.99,4.5,25.47,1.6,13.42,1.56,< LOD,1.02,< LOD,4.79,22.42,3.17,15.3,6.51,< LOD,14.28,< LOD,27.55,27205.36,200.17,368.76,41.66,140.04,13.1,99.02,20.23,4578.97,73.9,1984.68,66.77,1942.49,91.72,201.64,104.25,< LOD,29.35,< LOD,1.98,669771,738281,,,,,,,,,,,,,
534,onwe 2a,onwe2,ksb38,6.063,Short_term,283.33,4.11,24.5,1.54,11.51,1.46,2.37,0.75,< LOD,4.76,23.21,3.12,20.63,6.24,< LOD,13.32,< LOD,26.74,24581.54,184.72,301.34,39.09,144.63,14.05,110.25,22.11,5109.42,80.99,2384.72,75.12,1733.19,93.09,< LOD,158.02,< LOD,30.86,< LOD,2.04,669766,738313,,,,,,,,,,,,,
535,onwe 2b,onwe2,ksb38,5.604,Short_term,285.93,4.1,16.63,1.36,7.46,1.32,< LOD,1.02,< LOD,4.69,17.86,2.95,18.77,6.04,14.88,8.92,< LOD,25.54,19812.05,165.55,131.28,33.78,153.96,12.59,76.69,18.45,4229.98,67.95,1262.13,52.86,1364.26,77.31,221.98,97.84,< LOD,31.12,< LOD,2.07,669765,738324,,,,,,,,,,,,,
536,onwe 2c,onwe2,ksb38,6.346,Short_term,267.15,4,26.03,1.56,9.17,1.37,< LOD,1.03,< LOD,4.77,25.38,3.19,18.25,6.27,13.83,8.92,< LOD,26.3,22759.63,177.58,258.07,37.81,195.28,13.97,91.11,19.9,4254.1,72.23,3062.15,79.75,1596.31,86.74,< LOD,152.26,< LOD,31.92,< LOD,2.1,669777,738317,,,,,,,,,,,,,
537,onwe 3a,onwe3,ksb38,7.205,Short_term,296.11,4.31,39.89,1.87,17.21,1.65,1.57,0.76,< LOD,4.97,28.95,3.38,25.61,6.36,14.83,9.33,< LOD,28,37143.36,231.77,369.28,42.7,183.28,16.04,137.16,25.28,5715.56,92.38,5686.78,120.3,2947.64,123.42,268.87,134.08,< LOD,30.69,< LOD,2.04,669864,738243,,,,,,,,,,,,,
538,onwe 3b,onwe3,ksb38,6.161,Short_term,281.62,4.12,25.15,1.56,13.76,1.53,< LOD,1.05,< LOD,4.77,19.69,3.04,32.1,6.76,17.23,9.21,< LOD,26.55,24781.67,186.48,332.73,39.72,113.82,12.93,113.51,20.82,4816.1,75.84,2468.55,73.56,2196.39,96.58,< LOD,148.09,< LOD,29.95,< LOD,2.01,669868,738256,,,,,,,,,,,,,
539,onwe 3c,onwe3,ksb38,6.673,Short_term,306.21,4.37,28.26,1.65,16.66,1.62,1.2,0.74,7.41,3.45,19.41,3.21,31.63,6.8,< LOD,13.77,< LOD,27.73,27985.45,202.12,427.52,43.17,130.49,13.48,116.92,21.68,4849.26,78.65,3352.81,85.83,2220.92,99.71,< LOD,159.2,< LOD,31.42,< LOD,2.09,669882,738260,,,,,,,,,,,,,
540,paakoso 1a,paakoso1,ksb55,6.034,Short_term,266.77,3.9,26.38,1.53,23.42,1.72,2.28,0.73,8.97,3.26,9.65,2.79,31.1,6.17,< LOD,12.82,< LOD,24.17,13088.95,132.22,260.96,35.13,< LOD,14.37,57.54,15.35,3393.05,56.2,2197.78,60.26,2030.09,81.16,< LOD,120.95,< LOD,28.5,< LOD,1.92,660231,742952,,,,,,,,,,,,,
541,paakoso 1b,paakoso1,ksb55,5.613,Short_term,218.19,3.58,12.65,1.25,13.31,1.48,1.83,0.7,< LOD,4.64,9.88,2.67,18.17,6.84,< LOD,12.9,< LOD,25.14,10741.76,120.88,136.78,31.6,< LOD,12.94,42.24,12.66,2425.46,45.55,630.36,35.11,1472.41,67.48,< LOD,101.87,< LOD,28.6,< LOD,1.93,660220,742946,,,,,,,,,,,,,
542,paakoso 1c,paakoso1,ksb55,5.563,Short_term,245.62,3.71,11.11,1.19,14.61,1.5,2.74,0.73,4.67,3.11,6.28,2.56,19.98,6.72,< LOD,12.36,< LOD,23.83,7961.88,102.81,118.04,30.44,< LOD,12.65,57.09,12.83,2701.17,46.11,571.98,32.89,1427.94,64.92,< LOD,96.11,< LOD,29.56,< LOD,1.99,660216,742963,,,,,,,,,,,,,
543,paakoso 2a,paakoso2,ksb55,5.649,Short_term,265.4,3.78,9.28,1.13,9.94,1.34,1.39,0.65,< LOD,4.39,6.08,2.44,14.92,6.51,< LOD,12.2,< LOD,23.64,6071.4,89.21,82.27,28.71,< LOD,11.83,39.4,12.12,2978.63,45.05,592.17,30.56,876.99,52.9,< LOD,87.4,< LOD,29.07,< LOD,1.95,660365,743127,,,,,,,,,,,,,
544,paakoso 2b,paakoso2,ksb55,5.302,Short_term,267.64,3.81,11.28,1.18,11.54,1.41,2.49,0.7,5.26,3.05,7.05,2.55,14.65,5.94,< LOD,12.1,< LOD,23.38,6511.75,92.3,93.57,29.24,< LOD,12.41,49.15,13.24,3312.32,49.14,692.87,33.79,1081.83,58.53,< LOD,100.96,< LOD,28.76,< LOD,1.93,660354,743131,,,,,,,,,,,,,
545,paakoso 2c,paakoso2,ksb55,5.994,Short_term,258.18,3.72,15.33,1.26,14.18,1.44,2.51,0.7,< LOD,4.46,8.01,2.52,31.34,6.04,< LOD,11.7,< LOD,23.29,6960,94.64,113.43,29.73,< LOD,12.68,44.04,13.21,3131.45,48.86,1440.58,45.65,1561.39,67.14,< LOD,98.97,< LOD,28.84,< LOD,1.94,660350,743111,,,,,,,,,,,,,
546,paakoso 3a,paakoso3,ksb55,6.784,Short_term,215.45,3.48,17.09,1.32,18.31,1.6,1.7,0.68,< LOD,4.58,4.48,2.47,23.71,6.45,< LOD,12.32,< LOD,24.17,8709.73,106.53,< LOD,40.7,16.52,9.15,52.64,13.09,2355.03,46.31,1660.67,52.24,2786.24,87.24,< LOD,103.94,< LOD,28.79,< LOD,1.93,660408,742986,,,,,,,,,,,,,
547,paakoso 3b,paakoso3,ksb55,7.253,Short_term,191.1,3.3,18,1.34,15.52,1.5,2.1,0.69,4.57,3.05,7.15,2.55,25.06,6.63,< LOD,12.23,< LOD,24.22,7645.27,99.96,84.08,29.57,< LOD,13.35,56.42,12.72,2396.63,45.08,2669.96,61.89,2549.74,83.04,112.49,74.74,< LOD,30.29,< LOD,2.01,660413,742996,,,,,,,,,,,,,
548,paakoso 3c,paakoso3,ksb55,7.254,Short_term,191.01,3.27,8.72,1.11,9.79,1.34,1.82,0.66,< LOD,4.36,7.52,2.46,< LOD,9.34,< LOD,11.59,< LOD,23.61,5751.73,86.57,< LOD,40.35,< LOD,12.08,43.36,11.42,2112.59,40.46,1238.14,41.7,1413.94,62.99,< LOD,93.08,< LOD,29.52,< LOD,1.97,660408,743004,,,,,,,,,,,,,
549,prabon 1a,prabon1,ksb11,4.922,Short_term,334.21,4.34,17.76,1.36,9.52,1.36,2.92,0.76,7.04,3.21,13.67,2.87,19.31,5.34,< LOD,12.4,< LOD,25.13,18630.22,158.03,145.74,33.4,37.07,11.41,104.39,20.59,5563.6,76.9,911.58,47.24,925.52,70.32,163.27,97.12,< LOD,30,< LOD,2.01,660851,732498,,,,,,,,,,,,,
550,prabon 1b,prabon1,ksb11,5.55,Short_term,311.17,4.17,18.62,1.37,7.98,1.31,2.55,0.73,4.89,3.07,12.2,2.74,17.88,5.46,< LOD,12.48,< LOD,24.85,17378.71,151.63,65.56,30.44,34.85,11.04,83.05,18.96,4800.12,70.68,1432.43,54.22,810.12,66.52,< LOD,133.79,< LOD,28.89,< LOD,1.94,660834,732502,,,,,,,,,,,,,
551,prabon 1c,prabon1,ksb11,4.429,Short_term,287.12,4,11.45,1.2,5.84,1.24,2.97,0.74,< LOD,4.47,10.75,2.64,15.27,5.57,< LOD,12.56,< LOD,24.35,13826.66,135.13,< LOD,41.84,22.54,10.2,80.04,17.54,4557.41,65.4,427.81,34.07,749.12,61.15,< LOD,120.14,< LOD,29.63,< LOD,1.99,660860,732509,,,,,,,,,,,,,
552,prabon 2a,prabon2,ksb11,7.338,Short_term,254.67,3.96,66.39,2.24,17.93,1.64,2.24,0.76,8.32,3.4,16.25,3.06,64.23,7.51,18.28,9.1,< LOD,26.09,23755.73,181.37,228.29,36.67,31.02,11.96,79.51,18.32,3316.91,65.57,10105.36,140.07,1626.71,91.01,326.98,119.28,< LOD,30.41,< LOD,2.03,660834,732365,,,,,,,,,,,,,
553,prabon 2b,prabon2,ksb11,5.793,Short_term,262.74,3.9,15.21,1.31,5.38,1.23,1.61,0.69,< LOD,4.38,13.6,2.69,15.59,6.42,< LOD,12.46,< LOD,24.95,17292.45,152.89,< LOD,44.33,21.75,10.36,66.62,15.5,3076.3,55.88,1317.89,50.63,799.52,63.65,< LOD,122.37,< LOD,29.4,< LOD,1.98,660821,732395,,,,,,,,,,,,,
554,prabon 2c,prabon2,ksb11,5.634,Short_term,291.05,4.08,14.56,1.3,5.08,1.24,2.13,0.71,< LOD,4.6,15.71,2.83,14.12,6.35,< LOD,12.93,< LOD,25.06,14963.84,142.19,53.24,30.18,29.04,10.3,50.16,15.3,3010.8,55.58,1416.99,51.36,782.44,62.63,< LOD,119.85,< LOD,30.22,< LOD,2.03,660843,732380,,,,,,,,,,,,,
555,prabon 3a,prabon3,ksb11,7.629,Short_term,193.54,3.44,73.33,2.26,13.58,1.48,2.19,0.73,8.7,3.29,19.48,3.05,50.87,6.61,21.36,8.67,< LOD,24.34,23135.04,174.05,220.1,35.56,27.45,12.61,73.74,18.95,3508.86,68.65,18869.94,195.09,2280.53,108.05,338.75,132.89,< LOD,30.18,< LOD,2.01,660824,732299,,,,,,,,,,,,,
556,prabon 3b,prabon3,ksb11,5.983,Short_term,311.04,4.34,28.25,1.64,8.96,1.42,2.89,0.79,7.56,3.42,26.66,3.37,24.93,7,< LOD,13.75,< LOD,26.47,21932.15,176.7,52.14,31.45,26.72,10.87,79.53,17.1,3518.1,61.82,2480.62,68.38,1087.95,72.26,< LOD,136.02,< LOD,28.08,< LOD,1.92,660802,732282,,,,,,,,,,,,,
